ID,FG_PCT_HOME,FG3_PCT_HOME,FT_PCT_HOME,OREB_HOME,DREB_HOME,REB_HOME,AST_HOME,STL_HOME,BLK_HOME,TOV_HOME,PF_HOME,PLUS_MINUS_HOME,FG_PCT_AWAY,FG3_PCT_AWAY,FT_PCT_AWAY,OREB_AWAY,DREB_AWAY,REB_AWAY,AST_AWAY,STL_AWAY,BLK_AWAY,TOV_AWAY,PF_AWAY,PLUS_MINUS_AWAY,WL_HOME
25644,0.518,0.25,0.88,12,37,49,29,4,5,14,19.0,5,0.5,0.5,0.688,7,26,33,30,10,3,12,20.0,-5,W
25645,0.552,0.0,0.774,10,35,45,33,14,3,18,27.0,15,0.417,0.333,0.846,17,26,43,17,8,5,17,25.0,-15,W
25646,0.424,0.5,0.667,21,29,50,26,3,6,15,26.0,-7,0.425,0.2,0.825,13,31,44,18,13,3,11,14.0,7,L
25647,0.49,0.5,0.794,24,31,55,30,4,5,13,27.0,7,0.494,0.5,0.964,8,25,33,28,9,6,14,26.0,-7,W
25648,0.541,0.5,0.759,9,37,46,28,12,5,16,17.0,23,0.419,0.5,0.833,13,30,43,27,8,2,23,23.0,-23,W
25649,0.471,0.538,0.583,16,24,40,29,6,3,12,22.0,1,0.453,0.313,0.905,14,26,40,31,10,8,12,22.0,-1,W
25650,0.529,0.7,0.741,13,27,40,27,6,9,11,20.0,14,0.506,0.286,0.731,14,30,44,26,7,6,17,25.0,-14,W
25651,0.4,0.143,0.697,17,38,55,18,10,7,26,18.0,-8,0.427,0.1,0.84,8,27,35,18,18,3,14,21.0,8,L
25652,0.521,0.333,0.742,23,36,59,33,7,5,17,24.0,20,0.464,0.333,0.615,17,24,41,27,11,6,13,22.0,-20,W
25653,0.474,0.25,0.813,17,25,42,30,14,7,12,26.0,19,0.468,0.4,0.727,11,31,42,20,7,2,26,26.0,-19,W
25654,0.366,0.25,0.75,22,26,48,23,6,9,14,21.0,-13,0.436,0.0,0.839,11,30,41,19,4,7,17,14.0,13,L
25655,0.5,0.4,0.769,12,36,48,31,14,10,14,24.0,27,0.375,0.2,0.839,17,34,51,18,8,4,20,27.0,-27,W
25656,0.548,1.0,0.8,8,32,40,26,7,12,27,17.0,2,0.448,1.0,0.789,14,22,36,28,17,2,18,23.0,-2,W
25657,0.512,0.25,0.679,11,41,52,20,5,8,12,25.0,9,0.396,0.375,0.737,12,30,42,22,3,8,11,25.0,-9,W
25658,0.487,0.333,0.886,14,28,42,17,9,6,23,18.0,10,0.46,0.429,0.75,10,23,33,27,10,4,18,25.0,-10,W
25659,0.488,0.625,0.756,16,24,40,27,11,5,13,26.0,8,0.468,0.3,0.744,19,21,40,27,9,8,21,32.0,-8,W
25660,0.47,0.286,0.95,16,30,46,34,10,4,17,21.0,-5,0.541,0.333,0.923,4,36,40,29,12,8,18,15.0,5,L
25661,0.427,0.273,0.667,15,27,42,22,3,5,10,20.0,-10,0.459,0.5,0.857,14,29,43,27,8,2,7,29.0,10,L
25662,0.462,0.333,0.643,19,39,58,26,6,2,12,21.0,15,0.421,0.25,0.826,9,31,40,26,8,4,12,22.0,-15,W
25663,0.582,0.4,0.529,14,37,51,38,15,6,21,23.0,26,0.435,0.0,0.7,14,28,42,22,15,3,25,16.0,-26,W
25664,0.495,0.167,0.765,19,39,58,32,8,6,17,21.0,12,0.396,0.25,1.0,13,28,41,24,8,0,13,19.0,-12,W
25665,0.4,0.5,0.722,14,31,45,23,7,4,12,22.0,-23,0.536,0.0,0.815,11,41,52,37,10,5,12,29.0,23,L
25666,0.474,0.0,0.842,22,35,57,30,8,6,15,20.0,9,0.527,0.0,0.81,7,26,33,36,6,7,11,26.0,-9,W
25667,0.647,0.5,0.667,10,31,41,38,12,3,16,26.0,32,0.411,0.0,0.811,18,19,37,18,10,2,18,24.0,-32,W
25668,0.427,0.385,0.85,15,27,42,22,8,5,9,25.0,7,0.411,0.0,0.757,20,33,53,24,7,3,11,28.0,-7,W
25669,0.405,0.333,0.8,10,20,30,23,10,4,13,26.0,-12,0.579,1.0,0.63,13,32,45,29,6,3,18,31.0,12,L
25670,0.438,0.0,0.731,16,21,37,22,6,2,8,21.0,-21,0.583,0.714,0.833,16,34,50,35,8,6,13,22.0,21,L
25671,0.429,0.4,0.8,16,26,42,19,7,6,14,20.0,-15,0.518,1.0,0.583,18,26,44,26,9,7,15,18.0,15,L
25672,0.453,0.0,0.565,12,27,39,19,9,3,18,27.0,-19,0.464,0.0,0.848,19,38,57,21,11,6,16,23.0,19,L
25673,0.465,0.333,0.71,24,36,60,24,15,5,18,18.0,29,0.416,0.375,0.667,12,22,34,21,6,10,25,22.0,-29,W
25674,0.469,0.2,0.694,20,35,55,21,8,10,18,18.0,8,0.385,0.3,0.773,21,23,44,22,8,7,13,25.0,-8,W
25675,0.612,0.167,0.75,10,34,44,28,8,3,14,18.0,24,0.485,0.0,0.579,16,26,42,27,6,2,14,26.0,-24,W
25676,0.415,0.286,0.724,15,31,46,26,6,6,10,28.0,-5,0.398,0.0,0.851,15,38,53,18,7,4,12,23.0,5,L
25677,0.535,0.5,0.581,11,40,51,37,14,10,15,20.0,22,0.402,0.25,0.8,20,34,54,18,10,6,20,24.0,-22,W
25678,0.488,0.333,0.84,9,29,38,28,14,9,17,18.0,8,0.482,0.0,0.9,6,30,36,30,10,5,21,19.0,-8,W
25679,0.52,0.0,0.737,23,40,63,33,6,6,21,17.0,21,0.429,0.0,0.739,13,22,35,21,14,6,12,17.0,-21,W
25680,0.577,0.538,0.737,8,24,32,22,3,0,13,24.0,-9,0.584,0.364,0.839,7,25,32,30,8,1,7,20.0,9,L
25681,0.495,0.364,0.758,22,31,53,27,11,9,13,24.0,30,0.435,0.3,0.786,12,26,38,18,5,2,21,27.0,-30,W
25682,0.5,0.5,0.75,19,32,51,24,12,4,26,25.0,17,0.385,0.333,0.688,12,19,31,16,14,3,20,19.0,-17,W
25683,0.5,0.4,0.703,13,19,32,17,5,4,14,31.0,-7,0.5,0.286,0.822,16,27,43,20,8,4,10,30.0,7,L
25684,0.482,0.444,0.861,12,29,41,26,14,10,12,23.0,26,0.432,0.2,0.6,20,24,44,26,2,5,25,32.0,-26,W
25685,0.438,0.143,0.844,16,31,47,21,10,17,13,25.0,-5,0.438,0.0,0.892,20,37,57,18,9,3,14,25.0,5,L
25686,0.5,0.333,0.5,15,26,41,35,15,8,23,19.0,1,0.476,0.5,0.909,15,30,45,19,15,5,24,21.0,-1,W
25687,0.418,0.1,0.69,13,30,43,25,4,4,18,25.0,-27,0.548,0.75,0.853,6,40,46,18,14,7,14,27.0,27,L
25688,0.429,0.0,0.789,11,25,36,29,9,9,4,17.0,1,0.478,0.2,0.846,17,37,54,27,2,8,17,19.0,-1,W
25689,0.53,0.25,0.861,13,30,43,26,7,2,13,18.0,11,0.484,0.143,0.72,13,24,37,33,8,1,10,24.0,-11,W
25690,0.542,0.286,0.821,6,20,26,24,9,7,15,17.0,12,0.489,0.0,0.75,22,27,49,26,7,1,23,28.0,-12,W
25691,0.493,0.286,0.824,7,35,42,30,6,10,16,16.0,9,0.37,0.143,0.842,20,25,45,21,10,5,11,19.0,-9,W
25692,0.438,0.462,0.81,16,29,45,25,9,6,10,25.0,4,0.5,0.182,0.821,7,39,46,20,6,8,19,23.0,-4,W
25693,0.422,0.375,0.714,22,28,50,24,13,5,12,24.0,6,0.462,0.667,0.871,8,32,40,20,3,6,20,24.0,-6,W
25694,0.513,0.583,0.909,9,22,31,26,10,3,19,28.0,10,0.487,0.333,0.778,11,26,37,24,8,4,19,29.0,-10,W
25695,0.541,0.0,0.609,8,30,38,21,10,7,7,14.0,13,0.44,0.222,0.786,19,35,54,17,5,5,15,18.0,-13,W
25696,0.443,0.5,0.75,9,26,35,24,9,4,12,25.0,-1,0.424,0.4,0.833,7,30,37,18,6,5,15,20.0,1,L
25697,0.478,0.286,0.75,20,19,39,17,8,6,10,20.0,11,0.464,0.0,0.769,19,24,43,13,5,6,11,21.0,-11,W
25698,0.417,0.0,0.815,16,27,43,27,10,5,17,19.0,-7,0.5,0.25,0.842,13,30,43,17,10,4,19,22.0,7,L
25699,0.5,0.364,0.692,14,23,37,31,11,5,14,19.0,3,0.526,0.429,0.889,8,30,38,28,8,4,17,19.0,-3,W
25700,0.574,0.5,0.853,15,39,54,37,9,4,11,26.0,48,0.4,0.083,0.719,11,26,37,22,6,4,15,24.0,-48,W
25701,0.409,0.267,0.909,10,22,32,24,9,6,16,22.0,-14,0.529,0.364,0.824,15,35,50,28,6,7,21,26.0,14,L
25702,0.41,0.308,0.923,11,21,32,21,8,3,13,23.0,-7,0.461,0.3,0.75,17,26,43,22,8,4,19,19.0,7,L
25703,0.535,,0.676,15,37,52,27,4,7,27,26.0,-3,0.457,0.5,0.718,14,25,39,33,15,6,14,27.0,3,L
25704,0.382,0.25,0.824,10,29,39,18,12,4,6,20.0,-2,0.472,0.333,0.625,8,33,41,19,2,6,18,19.0,2,L
25705,0.412,0.5,0.813,11,29,40,25,12,4,11,15.0,-7,0.494,0.4,0.889,8,34,42,26,4,3,16,14.0,7,L
25706,0.443,0.5,0.8,13,25,38,25,4,2,14,19.0,-18,0.521,0.0,0.762,13,33,46,22,5,5,10,21.0,18,L
25707,0.535,0.0,0.826,16,37,53,24,10,2,11,22.0,24,0.413,0.0,0.735,19,29,48,21,8,4,16,23.0,-24,W
25708,0.583,0.333,0.931,8,30,38,41,4,10,12,22.0,8,0.46,0.429,0.821,19,26,45,26,5,6,6,22.0,-8,W
25709,0.431,0.111,0.778,10,34,44,20,13,8,20,17.0,-2,0.372,0.0,0.727,10,35,45,22,12,5,15,19.0,2,L
25710,0.634,0.375,0.609,10,28,38,40,6,4,17,25.0,10,0.483,0.0,0.758,14,21,35,27,8,1,9,20.0,-10,W
25711,0.525,0.0,0.857,12,37,49,24,12,9,20,16.0,20,0.404,0.125,0.55,17,24,41,16,11,1,15,23.0,-20,W
25712,0.488,1.0,0.75,15,25,40,23,8,3,11,23.0,18,0.422,0.5,0.645,16,25,41,22,5,7,15,23.0,-18,W
25713,0.484,1.0,0.871,15,31,46,33,13,9,13,20.0,25,0.378,0.0,0.9,17,28,45,17,10,5,22,25.0,-25,W
25714,0.543,0.0,0.704,21,32,53,29,9,10,17,24.0,17,0.451,0.3,0.73,13,21,34,20,9,6,15,19.0,-17,W
25715,0.539,0.0,0.868,12,32,44,36,9,4,11,20.0,18,0.469,0.471,0.813,13,27,40,33,5,4,17,28.0,-18,W
25716,0.464,0.5,0.609,13,27,40,24,11,2,19,25.0,-12,0.488,0.231,0.656,15,30,45,25,12,10,16,18.0,12,L
25717,0.517,0.4,0.875,14,24,38,26,15,2,17,22.0,24,0.481,0.222,0.909,14,23,37,22,8,5,25,26.0,-24,W
25718,0.494,0.667,0.76,13,27,40,30,7,7,15,20.0,7,0.538,0.333,0.739,6,28,34,22,7,3,14,23.0,-7,W
25719,0.39,0.429,0.683,19,23,42,15,10,2,17,23.0,-17,0.512,0.5,0.778,19,34,53,26,11,6,21,26.0,17,L
25720,0.488,0.182,0.942,12,30,42,23,9,8,17,25.0,5,0.472,0.364,0.686,24,30,54,35,9,2,18,34.0,-5,W
25721,0.521,0.0,0.775,17,40,57,28,18,7,15,21.0,34,0.378,0.25,0.72,18,29,47,24,9,5,20,23.0,-34,W
25722,0.439,0.2,0.889,15,28,43,27,12,7,18,18.0,6,0.425,0.273,0.645,19,26,45,19,13,10,19,22.0,-6,W
25723,0.647,0.2,0.786,7,30,37,28,5,6,14,23.0,24,0.478,0.0,0.75,14,22,36,27,2,1,14,27.0,-24,W
25724,0.522,0.167,0.862,18,35,53,26,10,15,19,23.0,19,0.418,0.0,0.893,14,22,36,16,11,4,17,22.0,-19,W
25725,0.532,0.533,0.667,10,21,31,23,6,3,10,14.0,-4,0.549,0.5,0.647,19,28,47,26,9,4,11,18.0,4,L
25726,0.481,0.0,0.727,18,21,39,18,8,5,16,19.0,7,0.476,0.0,0.579,17,24,41,25,6,6,17,28.0,-7,W
25727,0.511,0.0,0.667,14,28,42,30,9,5,8,18.0,28,0.438,0.0,0.5,16,27,43,24,7,5,23,25.0,-28,W
25728,0.5,0.2,0.962,8,35,43,25,8,7,20,19.0,7,0.451,0.4,0.65,9,22,31,25,10,2,17,21.0,-7,W
25729,0.5,0.25,0.84,8,31,39,29,13,5,13,21.0,12,0.45,0.0,0.692,13,30,43,25,6,7,19,24.0,-12,W
25730,0.625,0.714,0.828,14,37,51,36,11,9,24,26.0,27,0.441,0.333,0.6,21,21,42,29,15,4,20,24.0,-27,W
25731,0.514,0.444,0.682,21,29,50,38,19,8,23,22.0,18,0.417,0.0,0.806,24,30,54,19,8,4,25,20.0,-18,W
25732,0.514,0.0,0.684,13,34,47,34,8,4,13,26.0,11,0.413,0.333,0.75,19,38,57,16,7,8,20,18.0,-11,W
25733,0.512,0.167,0.762,15,32,47,23,9,4,15,16.0,10,0.484,0.25,0.75,14,29,43,29,8,3,14,30.0,-10,W
25734,0.533,0.125,0.784,11,42,53,30,9,18,15,20.0,19,0.37,0.125,0.8,26,35,61,22,8,4,12,28.0,-19,W
25735,0.55,0.417,0.826,15,21,36,29,13,7,11,20.0,6,0.459,0.667,0.8,21,19,40,20,6,3,12,15.0,-6,W
25736,0.531,0.0,0.733,17,45,62,27,10,5,20,34.0,35,0.354,0.333,0.653,10,27,37,15,9,5,19,29.0,-35,W
25737,0.47,0.364,0.821,22,28,50,25,5,5,15,26.0,13,0.442,0.0,0.686,14,20,34,22,7,4,11,21.0,-13,W
25738,0.476,0.333,0.727,6,34,40,22,6,5,19,25.0,-1,0.412,0.25,0.571,18,28,46,17,11,2,12,31.0,1,L
25739,0.466,1.0,0.825,19,28,47,21,7,6,5,22.0,11,0.494,0.111,0.824,11,27,38,25,0,4,14,25.0,-11,W
25740,0.43,0.2,0.8,14,30,44,29,9,3,8,19.0,-11,0.515,0.333,0.714,14,41,55,36,5,13,11,17.0,11,L
25741,0.516,0.5,0.684,14,31,45,26,9,4,14,24.0,9,0.451,0.25,0.828,12,27,39,18,3,6,13,19.0,-9,W
25742,0.468,0.4,0.826,20,31,51,25,7,4,21,25.0,14,0.494,0.313,0.6,10,23,33,25,9,4,20,31.0,-14,W
25743,0.449,0.667,0.769,12,31,43,20,6,5,11,18.0,-2,0.434,0.333,0.75,18,27,45,15,6,2,11,19.0,2,L
25744,0.624,0.0,0.75,12,33,45,41,15,4,15,17.0,25,0.494,0.571,0.714,11,23,34,29,8,1,22,27.0,-25,W
25745,0.575,0.571,0.818,11,32,43,28,6,4,14,16.0,31,0.43,0.5,0.833,10,27,37,20,6,4,16,23.0,-31,W
25746,0.482,0.25,0.81,13,28,41,27,3,7,13,17.0,-5,0.5,0.333,0.765,16,25,41,26,8,4,9,22.0,5,L
25747,0.562,0.0,0.769,16,32,48,28,6,5,23,22.0,1,0.506,0.556,0.741,10,17,27,16,12,1,13,29.0,-1,W
25748,0.443,0.25,0.838,13,33,46,25,8,8,17,20.0,-3,0.5,,0.65,13,28,41,35,12,11,12,25.0,3,L
25749,0.605,0.5,0.704,11,35,46,29,10,6,19,26.0,16,0.421,0.286,0.697,17,21,38,20,11,3,16,21.0,-16,W
25750,0.568,0.5,0.95,6,36,42,40,7,5,12,13.0,32,0.424,0.0,0.846,11,28,39,26,10,2,13,18.0,-32,W
25751,0.547,0.333,0.621,18,35,53,27,3,9,15,20.0,32,0.37,0.5,0.7,14,25,39,24,10,5,14,26.0,-32,W
25752,0.465,0.25,0.73,22,33,55,27,3,4,10,31.0,2,0.478,0.429,0.744,12,30,42,20,5,8,8,28.0,-2,W
25753,0.414,0.0,0.769,29,32,61,23,9,3,22,26.0,-3,0.469,0.0,0.829,10,29,39,19,14,7,15,24.0,3,L
25754,0.541,0.571,0.682,15,27,42,31,9,1,8,30.0,12,0.44,0.444,0.921,13,26,39,18,4,6,18,22.0,-12,W
25755,0.406,0.0,0.708,22,25,47,24,13,6,16,26.0,-10,0.526,0.167,0.8,8,34,42,21,7,9,21,21.0,10,L
25756,0.511,0.8,0.741,14,28,42,25,14,4,13,17.0,25,0.459,0.333,0.783,8,29,37,28,8,6,18,19.0,-25,W
25757,0.581,1.0,0.667,8,33,41,37,11,11,23,22.0,9,0.438,0.5,0.583,24,25,49,26,10,3,14,19.0,-9,W
25758,0.425,0.286,0.686,18,24,42,29,20,7,13,16.0,16,0.507,,0.706,9,29,38,27,8,5,29,21.0,-16,W
25759,0.513,0.3,0.76,8,21,29,26,9,2,16,20.0,-1,0.471,0.0,0.731,21,28,49,24,7,3,17,22.0,1,L
25760,0.495,0.0,0.804,16,37,53,30,9,11,21,34.0,6,0.464,0.364,0.761,13,28,41,20,9,13,14,33.0,-6,W
25761,0.595,0.0,0.739,12,28,40,34,9,13,17,20.0,11,0.437,0.0,0.72,22,19,41,14,13,4,14,20.0,-11,W
25762,0.506,0.25,0.741,11,29,40,27,4,4,18,20.0,-13,0.551,0.25,0.704,8,31,39,34,10,4,14,26.0,13,L
25763,0.444,0.0,0.733,20,30,50,19,8,3,18,26.0,-7,0.5,0.5,0.719,12,28,40,21,10,11,14,23.0,7,L
25764,0.529,0.667,0.696,14,30,44,29,11,9,16,22.0,7,0.461,0.0,0.792,16,32,48,20,8,4,15,18.0,-7,W
25765,0.438,0.0,0.696,16,26,42,23,10,6,14,22.0,-18,0.532,0.0,0.72,17,35,52,31,6,6,17,23.0,18,L
25766,0.5,0.429,0.72,19,35,54,28,7,6,14,19.0,9,0.446,0.5,0.727,11,22,33,18,6,1,12,23.0,-9,W
25767,0.479,0.182,0.625,19,27,46,28,11,7,17,23.0,-2,0.505,0.45,0.762,14,29,43,31,8,6,21,31.0,2,L
25768,0.402,0.333,0.813,14,25,39,24,5,4,9,15.0,-10,0.506,0.25,1.0,12,34,46,24,5,11,10,14.0,10,L
25769,0.483,0.111,0.85,17,28,45,37,7,3,14,36.0,-8,0.553,0.5,0.83,7,40,47,25,5,4,20,23.0,8,L
25770,0.488,0.75,0.775,14,33,47,20,11,4,20,26.0,-1,0.488,0.333,0.774,9,28,37,25,13,4,17,27.0,1,L
25771,0.523,0.294,0.839,12,25,37,31,13,7,9,17.0,18,0.494,0.714,0.783,16,27,43,27,3,5,19,26.0,-18,W
25772,0.411,0.429,0.828,22,27,49,22,8,9,17,23.0,-7,0.589,0.167,0.778,5,28,33,26,7,8,17,28.0,7,L
25773,0.637,0.375,0.871,10,33,43,45,10,7,16,22.0,21,0.521,0.5,0.733,12,21,33,34,12,3,11,23.0,-21,W
25774,0.516,0.4,0.8,19,20,39,19,8,3,15,33.0,-4,0.554,0.5,0.9,9,24,33,19,8,7,15,23.0,4,L
25775,0.5,0.333,0.758,17,44,61,28,7,9,18,24.0,4,0.426,0.1,0.886,15,30,45,27,13,9,13,23.0,-4,W
25776,0.488,0.571,0.69,14,28,42,34,7,3,18,20.0,24,0.398,0.0,0.762,14,25,39,18,11,4,19,28.0,-24,W
25777,0.41,0.167,0.705,16,33,49,19,8,10,14,27.0,-5,0.471,0.571,0.75,14,31,45,21,8,8,17,32.0,5,L
25778,0.438,,0.719,24,35,59,19,6,3,16,20.0,2,0.449,0.125,0.667,13,28,41,17,8,12,8,23.0,-2,W
25779,0.511,0.333,0.857,14,27,41,39,16,6,13,19.0,-2,0.56,0.5,0.737,12,29,41,24,8,3,19,13.0,2,L
25780,0.418,0.364,0.724,18,24,42,23,11,2,13,24.0,-3,0.494,0.222,0.692,15,27,42,23,5,3,16,27.0,3,L
25781,0.478,0.333,0.852,7,30,37,17,10,9,13,16.0,13,0.413,0.667,0.643,15,21,36,14,7,3,16,23.0,-13,W
25782,0.598,0.333,0.579,5,38,43,39,9,1,10,21.0,25,0.452,0.357,0.692,10,29,39,27,4,4,19,13.0,-25,W
25783,0.33,0.222,0.769,15,28,43,18,11,6,8,18.0,-20,0.507,0.4,0.615,8,43,51,25,4,5,20,18.0,20,L
25784,0.447,0.2,0.75,14,22,36,25,16,6,10,19.0,-2,0.541,0.0,0.684,16,33,49,27,6,11,27,19.0,2,L
25785,0.391,0.0,0.96,13,24,37,26,9,2,16,23.0,-22,0.495,0.167,0.742,19,35,54,23,9,5,14,20.0,22,L
25786,0.383,0.25,0.913,15,35,50,21,7,6,17,19.0,-13,0.439,0.143,0.952,14,35,49,28,11,3,15,19.0,13,L
25787,0.462,0.333,0.75,15,23,38,23,11,0,26,24.0,-12,0.526,0.5,0.688,15,27,42,27,13,4,22,24.0,12,L
25788,0.449,0.143,0.735,19,40,59,28,9,7,19,19.0,10,0.452,0.4,0.8,6,25,31,28,7,2,14,26.0,-10,W
25789,0.518,0.375,0.724,11,33,44,36,8,14,15,23.0,6,0.456,0.0,0.759,15,30,45,29,7,4,13,26.0,-6,W
25790,0.451,0.5,0.758,16,31,47,16,13,8,16,19.0,7,0.448,0.143,0.607,16,28,44,21,12,9,16,29.0,-7,W
25791,0.643,0.545,0.842,7,37,44,31,5,2,18,21.0,23,0.494,0.583,0.56,7,17,24,24,13,2,12,27.0,-23,W
25792,0.484,0.429,0.615,20,20,40,24,11,9,14,20.0,-5,0.523,0.25,0.852,16,23,39,32,8,6,17,24.0,5,L
25793,0.432,0.833,0.781,17,33,50,22,5,5,11,24.0,8,0.409,0.0,0.733,17,29,46,23,6,5,10,24.0,-8,W
25794,0.48,0.375,0.643,16,24,40,28,10,6,20,22.0,-4,0.513,0.5,0.781,10,28,38,17,11,6,21,16.0,4,L
25795,0.527,0.75,0.7,14,30,44,30,11,5,18,23.0,10,0.523,0.75,0.679,9,27,36,28,13,5,17,27.0,-10,W
25796,0.449,0.0,0.806,6,27,33,22,13,9,16,22.0,-11,0.494,0.2,0.885,13,37,50,25,8,5,21,23.0,11,L
25797,0.404,0.381,0.821,16,36,52,29,8,12,15,37.0,-4,0.367,0.231,0.732,28,46,74,18,9,7,13,32.0,4,L
25798,0.542,0.25,0.852,11,22,33,29,11,7,9,17.0,11,0.488,0.333,0.708,18,25,43,24,4,2,18,24.0,-11,W
25799,0.529,0.571,0.759,16,34,50,33,3,0,13,23.0,6,0.468,0.308,0.742,15,26,41,28,3,1,7,35.0,-6,W
25800,0.5,0.667,0.756,19,27,46,32,6,5,17,24.0,-2,0.545,0.636,0.818,13,26,39,30,7,2,14,33.0,2,L
25801,0.52,0.25,0.72,13,40,53,34,10,8,18,25.0,10,0.438,0.4,0.697,17,34,51,30,13,6,17,20.0,-10,W
25802,0.449,0.2,0.727,15,29,44,19,5,3,12,17.0,9,0.398,0.333,0.857,14,26,40,20,6,5,14,22.0,-9,W
25803,0.442,0.25,0.688,5,28,33,20,4,8,12,23.0,-11,0.427,0.556,0.593,25,38,63,15,9,6,12,28.0,11,L
25804,0.435,0.125,0.884,9,29,38,21,10,3,14,21.0,6,0.452,0.0,0.742,17,33,50,27,6,5,22,29.0,-6,W
25805,0.467,0.4,0.727,29,41,70,26,6,10,17,23.0,19,0.45,0.286,0.542,15,27,42,28,4,8,14,23.0,-19,W
25806,0.575,0.333,0.674,14,26,40,25,13,3,17,27.0,7,0.515,0.25,0.633,27,26,53,23,7,4,19,30.0,-7,W
25807,0.421,0.182,0.667,16,31,47,28,6,8,12,24.0,-9,0.436,0.364,0.853,8,33,41,18,7,4,9,15.0,9,L
25808,0.455,0.2,0.655,15,28,43,26,8,8,11,18.0,4,0.481,0.143,0.68,11,33,44,24,5,2,15,23.0,-4,W
25809,0.455,,0.769,19,25,44,21,15,8,17,16.0,14,0.548,0.125,0.714,7,23,30,28,8,4,22,28.0,-14,W
25810,0.57,0.429,0.765,11,31,42,31,11,5,23,23.0,14,0.506,0.0,0.636,15,23,38,27,15,4,19,25.0,-14,W
25811,0.485,0.571,0.854,20,36,56,34,11,4,17,22.0,21,0.469,0.3,0.778,14,28,42,23,13,4,19,31.0,-21,W
25812,0.459,0.333,0.7,18,27,45,28,13,3,18,28.0,-6,0.522,0.0,0.706,14,31,45,24,9,10,21,25.0,6,L
25813,0.537,0.417,0.842,15,29,44,33,2,8,10,14.0,8,0.494,0.2,0.667,16,20,36,21,5,2,5,16.0,-8,W
25814,0.467,0.333,0.78,15,38,53,25,6,4,11,28.0,19,0.393,0.5,0.875,11,30,41,22,5,6,14,26.0,-19,W
25815,0.542,0.667,0.826,16,24,40,31,11,1,10,26.0,6,0.493,0.4,0.9,11,20,31,21,5,9,14,18.0,-6,W
25816,0.524,0.0,0.794,10,30,40,24,7,5,16,25.0,6,0.413,0.231,0.824,18,25,43,24,11,2,15,29.0,-6,W
25817,0.456,0.4,0.692,25,23,48,22,14,7,19,18.0,-2,0.568,0.0,0.8,11,19,30,25,8,11,19,23.0,2,L
25818,0.553,0.0,0.684,7,23,30,27,8,4,6,25.0,4,0.464,0.375,0.893,17,31,48,27,4,3,14,28.0,-4,W
25819,0.43,0.571,0.733,17,39,56,17,7,6,21,30.0,-9,0.517,0.2,0.814,5,35,40,21,11,5,13,33.0,9,L
25820,0.576,0.714,0.828,14,36,50,26,8,11,20,32.0,27,0.384,0.25,0.707,26,25,51,20,12,3,20,23.0,-27,W
25821,0.366,0.0,0.594,19,23,42,18,7,3,13,21.0,-18,0.486,0.0,0.714,14,32,46,24,6,11,13,22.0,18,L
25822,0.534,0.25,0.727,19,35,54,32,9,6,21,21.0,11,0.463,0.444,0.8,12,24,36,24,8,2,14,26.0,-11,W
25823,0.471,0.1,0.7,14,35,49,24,8,8,16,27.0,-18,0.5,0.375,0.791,10,35,45,24,9,7,12,17.0,18,L
25824,0.473,0.6,0.815,13,21,34,30,8,3,11,18.0,6,0.615,0.25,0.813,6,27,33,39,4,2,15,25.0,-6,W
25825,0.463,0.5,0.816,13,32,45,22,4,2,17,25.0,-1,0.482,0.3,0.771,9,26,35,24,10,6,13,24.0,1,L
25826,0.355,0.125,0.75,24,28,52,17,4,1,14,22.0,-23,0.523,0.25,0.704,17,35,52,29,7,3,14,24.0,23,L
25827,0.543,0.5,0.633,13,29,42,28,10,3,13,22.0,10,0.472,0.333,0.806,15,20,35,17,8,5,17,23.0,-10,W
25828,0.357,0.0,0.8,10,29,39,14,6,4,20,13.0,-15,0.434,0.6,0.909,15,31,46,15,8,2,17,24.0,15,L
25829,0.472,0.0,0.821,20,34,54,15,5,5,13,29.0,19,0.411,0.286,0.778,9,24,33,16,6,3,13,29.0,-19,W
25830,0.452,0.5,0.826,16,26,42,32,6,0,11,26.0,5,0.487,0.25,0.625,19,30,49,28,9,13,15,25.0,-5,W
25831,0.444,,0.806,13,31,44,18,6,4,14,24.0,-2,0.443,0.25,0.857,10,25,35,31,4,2,10,25.0,2,L
25832,0.442,0.143,0.708,7,32,39,27,7,4,13,11.0,-9,0.506,0.429,0.583,11,33,44,37,10,3,14,18.0,9,L
25833,0.5,0.25,0.625,10,31,41,27,5,3,16,24.0,9,0.459,0.5,0.696,10,31,41,19,10,2,18,27.0,-9,W
25834,0.56,0.375,0.737,6,33,39,30,5,6,10,31.0,13,0.44,0.455,0.756,10,26,36,14,3,3,13,24.0,-13,W
25835,0.402,0.429,0.75,24,33,57,30,11,8,15,29.0,5,0.443,0.25,0.732,14,38,52,17,11,6,23,25.0,-5,W
25836,0.485,0.0,0.909,14,31,45,27,7,11,10,20.0,-1,0.495,0.333,0.682,17,29,46,24,4,9,13,19.0,1,L
25837,0.552,0.333,0.786,5,34,39,29,9,5,11,20.0,21,0.417,0.25,0.75,18,31,49,30,10,2,14,21.0,-21,W
25838,0.433,0.444,0.741,16,27,43,20,6,5,17,18.0,-15,0.527,0.571,0.682,14,34,48,32,10,8,12,23.0,15,L
25839,0.484,0.0,0.759,11,36,47,17,10,3,22,28.0,8,0.376,0.333,0.737,20,31,51,17,11,3,20,22.0,-8,W
