ID,WL_HOME,FG_PCT_HOME,FG3_PCT_HOME,FT_PCT_HOME,OREB_HOME,DREB_HOME,REB_HOME,AST_HOME,STL_HOME,BLK_HOME,TOV_HOME,PF_HOME,PLUS_MINUS_HOME,FG_PCT_AWAY,FG3_PCT_AWAY,FT_PCT_AWAY,OREB_AWAY,DREB_AWAY,REB_AWAY,AST_AWAY,STL_AWAY,BLK_AWAY,TOV_AWAY,PF_AWAY,PLUS_MINUS_AWAY
21496,L,0.455,1.0,0.897,12,28,40,16,10,6,18,17.0,-5,0.5,0.0,0.842,12,27,39,29,14,7,13,22.0,5
21497,L,0.347,0.333,0.708,22,32,54,12,14,4,24,26.0,-1,0.458,0.0,0.542,11,38,49,16,12,16,25,22.0,1
21498,W,0.561,0.25,0.71,15,34,49,34,9,10,14,21.0,14,0.475,0.167,0.917,13,29,42,36,9,8,14,22.0,-14
21499,W,0.517,0.0,0.82,16,25,41,29,7,5,13,24.0,17,0.5,1.0,0.818,13,24,37,28,9,3,16,37.0,-17
21500,W,0.512,0.75,0.8,10,31,41,29,5,6,14,21.0,17,0.469,0.0,0.857,11,30,41,27,6,5,18,26.0,-17
21501,W,0.554,0.333,0.762,8,39,47,33,5,6,10,25.0,29,0.337,0.0,0.765,16,30,46,18,4,2,11,20.0,-29
21502,W,0.537,0.0,0.71,17,29,46,26,8,4,14,21.0,9,0.437,0.667,0.821,24,29,53,25,9,5,14,23.0,-9
21503,L,0.426,0.375,0.755,13,36,49,20,7,5,15,35.0,-8,0.481,0.143,0.833,16,43,59,21,10,7,16,42.0,8
21504,L,0.459,0.0,0.81,15,27,42,21,12,4,21,29.0,-20,0.561,0.5,0.71,13,25,38,29,11,5,19,20.0,20
21505,W,0.495,0.25,0.813,15,32,47,35,6,2,13,20.0,4,0.563,0.0,0.75,7,27,34,30,6,4,16,31.0,-4
21506,L,0.416,0.333,0.833,17,28,45,25,9,2,18,24.0,-11,0.544,1.0,0.643,9,33,42,37,13,3,18,28.0,11
21507,W,0.453,1.0,0.516,17,29,46,30,7,8,18,19.0,3,0.513,0.143,0.81,11,38,49,22,9,8,26,25.0,-3
21508,L,0.446,0.0,0.783,13,23,36,21,6,3,15,17.0,-7,0.529,0.0,0.773,12,33,45,26,5,5,17,20.0,7
21509,W,0.578,0.0,0.577,17,29,46,27,6,6,19,29.0,17,0.43,0.0,0.69,20,21,41,24,8,2,17,27.0,-17
21510,W,0.526,,0.818,17,31,48,33,8,14,17,25.0,3,0.467,0.0,0.853,18,24,42,26,9,6,15,20.0,-3
21511,W,0.438,0.0,0.667,23,28,51,36,11,10,8,17.0,6,0.479,0.0,0.815,20,35,55,28,4,8,19,20.0,-6
21512,W,0.622,0.0,0.738,6,32,38,36,8,3,21,30.0,20,0.519,0.333,0.643,9,21,30,28,17,1,21,31.0,-20
21513,L,0.518,0.429,0.714,6,30,36,25,11,7,20,21.0,-3,0.565,0.0,0.842,6,28,34,31,8,7,16,24.0,3
21514,L,0.398,0.2,0.548,10,26,36,23,9,7,16,25.0,-14,0.476,,0.75,18,41,59,27,8,4,21,27.0,14
21515,W,0.598,1.0,0.762,12,30,42,31,6,2,20,27.0,13,0.447,0.5,0.784,15,23,38,18,8,4,12,33.0,-13
21516,L,0.474,0.5,0.667,12,25,37,29,15,7,16,23.0,-20,0.51,0.5,0.857,18,38,56,27,10,10,21,22.0,20
21517,W,0.489,1.0,0.786,16,27,43,20,20,3,22,26.0,11,0.5,0.25,0.724,10,30,40,10,12,6,29,26.0,-11
21518,W,0.481,,0.727,8,33,41,24,11,1,19,22.0,1,0.435,0.25,0.857,14,26,40,18,6,9,18,24.0,-1
21519,W,0.56,0.5,0.733,12,37,49,36,10,11,21,24.0,25,0.463,,0.682,11,24,35,36,4,2,20,31.0,-25
21520,L,0.505,0.0,0.792,14,24,38,23,10,1,21,22.0,-19,0.622,0.4,0.727,11,29,40,26,13,5,18,25.0,19
21521,L,0.564,0.0,0.654,14,26,40,20,10,6,29,27.0,-14,0.516,,0.862,17,22,39,26,15,5,15,22.0,14
21522,L,0.5,,0.66,17,36,53,28,6,9,16,30.0,-4,0.447,0.5,0.8,17,36,53,25,12,3,16,34.0,4
21523,W,0.447,0.25,0.786,23,40,63,31,11,5,19,21.0,5,0.467,0.0,0.75,15,33,48,26,7,13,15,26.0,-5
21524,W,0.51,,0.81,22,26,48,27,11,6,8,25.0,17,0.468,0.0,0.882,15,22,37,21,5,3,18,15.0,-17
21525,L,0.46,0.667,0.5,20,30,50,22,6,7,25,30.0,-10,0.474,0.333,0.744,10,28,38,26,9,5,19,27.0,10
21526,W,0.475,0.5,0.581,17,27,44,26,15,8,12,24.0,2,0.5,1.0,0.657,12,35,47,24,5,6,18,24.0,-2
21527,W,0.467,0.0,0.769,11,31,42,31,2,3,15,25.0,3,0.433,0.0,0.792,11,25,36,26,7,1,11,29.0,-3
21528,L,0.483,0.5,0.806,17,28,45,26,4,6,19,18.0,-4,0.538,0.0,0.8,14,23,37,30,11,4,12,28.0,4
21529,W,0.516,1.0,0.815,18,31,49,28,7,6,15,22.0,8,0.451,0.0,0.8,21,27,48,30,9,4,12,19.0,-8
21530,W,0.513,0.333,0.591,11,27,38,25,10,4,24,18.0,1,0.487,0.5,0.75,14,26,40,18,10,3,25,22.0,-1
21531,L,0.465,0.364,0.633,12,36,48,25,11,8,26,22.0,-18,0.48,0.0,0.719,14,27,41,31,16,7,13,24.0,18
21532,W,0.564,0.0,0.794,10,22,32,20,7,4,20,31.0,6,0.494,0.25,0.824,12,20,32,22,8,5,18,29.0,-6
21533,W,0.55,0.0,0.852,7,39,46,32,16,6,20,23.0,19,0.379,0.4,0.857,15,24,39,19,7,2,18,21.0,-19
21534,L,0.544,0.0,0.694,14,24,38,29,6,6,11,32.0,-8,0.5,1.0,0.736,19,24,43,25,8,6,10,32.0,8
21535,W,0.481,0.0,0.805,15,36,51,27,8,8,20,25.0,24,0.4,1.0,0.621,13,23,36,14,7,5,16,28.0,-24
21536,L,0.495,0.333,0.692,23,28,51,28,10,2,23,20.0,-2,0.578,0.25,0.75,11,26,37,35,11,2,17,24.0,2
21537,L,0.45,0.0,0.647,18,27,45,25,13,5,16,33.0,-10,0.457,,0.766,22,40,62,28,9,6,21,29.0,10
21538,W,0.51,0.0,0.75,20,31,51,37,9,8,14,19.0,12,0.526,0.5,0.783,6,22,28,23,10,5,19,21.0,-12
21539,W,0.511,,0.833,20,40,60,28,10,6,27,24.0,10,0.444,0.308,0.759,15,22,37,23,9,5,20,28.0,-10
21540,L,0.389,1.0,0.87,11,20,31,23,12,7,18,18.0,-40,0.622,0.333,0.75,13,43,56,40,13,7,20,20.0,40
21541,W,0.579,0.0,0.789,9,36,45,31,14,7,25,29.0,12,0.42,0.143,0.861,9,24,33,21,14,4,18,33.0,-12
21542,W,0.564,0.25,0.912,8,29,37,29,8,9,23,28.0,10,0.477,0.0,0.848,12,25,37,27,13,3,18,28.0,-10
21543,W,0.569,0.0,0.643,14,33,47,34,5,2,8,23.0,6,0.543,0.667,0.625,12,30,42,34,2,4,12,13.0,-6
21544,W,0.578,0.667,0.65,12,29,41,27,12,11,20,18.0,22,0.435,0.0,0.938,14,21,35,17,7,3,22,17.0,-22
21545,W,0.542,1.0,0.842,14,26,40,37,12,12,19,24.0,7,0.489,0.0,0.788,17,24,41,27,10,6,22,23.0,-7
21546,L,0.413,1.0,0.892,22,25,47,17,9,12,25,23.0,-5,0.44,0.0,0.912,19,21,40,25,16,11,19,27.0,5
21547,W,0.554,0.0,0.88,9,29,38,32,10,6,22,19.0,4,0.558,0.5,0.481,10,27,37,23,13,7,20,22.0,-4
21548,W,0.419,0.0,0.69,16,40,56,15,11,8,32,27.0,18,0.257,0.0,0.813,13,28,41,13,14,7,25,27.0,-18
21549,W,0.578,1.0,0.682,23,26,49,25,14,9,22,26.0,29,0.476,0.0,0.758,19,21,40,14,7,4,25,20.0,-29
21550,L,0.482,0.25,0.828,9,27,36,28,7,4,14,31.0,-2,0.488,0.0,0.771,11,35,46,26,6,3,19,25.0,2
21551,W,0.534,0.25,0.786,13,35,48,30,13,11,19,28.0,19,0.381,0.25,0.667,23,31,54,17,8,3,21,28.0,-19
21552,W,0.438,0.0,0.828,15,32,47,25,13,4,31,26.0,2,0.395,,0.96,17,24,41,20,12,3,26,23.0,-2
21553,L,0.469,0.2,0.725,19,24,43,23,5,5,12,27.0,-10,0.558,0.0,0.774,16,30,46,30,6,2,16,27.0,10
21554,W,0.518,0.0,0.667,13,29,42,27,14,5,20,24.0,6,0.513,0.333,0.704,10,27,37,17,7,0,25,21.0,-6
21555,W,0.522,0.0,0.667,15,27,42,33,13,7,15,23.0,2,0.5,0.75,0.844,14,29,43,24,6,4,21,24.0,-2
21556,W,0.494,0.0,0.879,14,32,46,22,9,4,19,28.0,8,0.412,0.25,0.813,17,27,44,16,9,1,16,23.0,-8
21557,W,0.527,1.0,0.8,8,31,39,25,12,6,18,16.0,17,0.483,0.0,0.81,11,32,43,24,9,4,21,22.0,-17
21558,L,0.506,0.2,0.727,16,26,42,20,5,3,17,27.0,-10,0.528,0.0,0.744,18,28,46,25,11,3,15,28.0,10
21559,L,0.439,0.0,0.7,23,31,54,25,4,4,16,28.0,-8,0.483,,0.733,16,24,40,25,7,12,10,22.0,8
21560,W,0.477,1.0,0.865,13,35,48,29,9,9,19,30.0,8,0.446,,0.725,19,33,52,24,11,11,17,32.0,-8
21561,W,0.552,0.0,0.75,11,42,53,38,15,12,13,22.0,39,0.391,0.0,0.697,17,34,51,9,8,7,25,18.0,-39
21562,W,0.538,,0.875,17,34,51,32,13,6,26,29.0,13,0.438,0.286,0.763,9,19,28,18,11,2,20,28.0,-13
21563,W,0.505,0.5,0.711,15,26,41,34,19,6,19,31.0,15,0.518,0.167,0.676,14,32,46,25,11,3,29,35.0,-15
21564,W,0.595,0.25,0.867,8,34,42,37,6,5,16,21.0,25,0.471,0.0,0.741,8,24,32,28,9,2,13,28.0,-25
21565,L,0.322,,0.75,16,34,50,18,11,5,23,18.0,-23,0.483,0.0,0.917,9,39,48,24,14,5,18,26.0,23
21566,W,0.486,1.0,0.741,17,25,42,31,10,6,11,26.0,3,0.549,0.2,0.829,9,37,46,23,5,3,22,24.0,-3
21567,W,0.434,0.0,0.745,13,39,52,27,7,17,17,19.0,2,0.373,0.667,0.667,28,30,58,35,10,6,13,36.0,-2
21568,W,0.455,1.0,0.895,17,31,48,17,6,7,21,23.0,4,0.43,0.0,0.759,20,24,44,24,10,6,14,28.0,-4
21569,L,0.434,0.0,0.844,21,32,53,24,6,6,20,28.0,-6,0.512,,0.795,12,32,44,27,10,6,20,27.0,6
21570,W,0.568,0.5,0.875,12,30,42,31,6,6,21,25.0,19,0.439,1.0,0.7,15,19,34,19,9,3,17,23.0,-19
21571,L,0.45,0.182,0.762,17,26,43,23,12,6,16,31.0,-4,0.489,0.571,0.773,19,33,52,26,8,4,27,35.0,4
21572,W,0.45,0.0,0.813,18,30,48,21,11,7,6,29.0,4,0.516,0.2,0.742,11,32,43,20,6,8,11,24.0,-4
21573,W,0.588,,0.6,13,40,53,32,11,5,20,25.0,20,0.412,0.5,0.667,12,22,34,21,12,0,20,23.0,-20
21574,L,0.51,,0.788,15,32,47,22,6,6,15,28.0,-3,0.485,0.5,0.818,17,33,50,25,8,7,19,29.0,3
21575,W,0.505,0.0,0.636,14,28,42,32,9,4,23,25.0,10,0.481,0.0,0.727,13,31,44,21,13,3,28,26.0,-10
21576,L,0.488,0.143,0.909,13,24,37,27,8,8,16,28.0,-5,0.467,0.5,0.677,21,24,45,29,5,2,17,23.0,5
21577,W,0.506,0.75,0.762,10,39,49,30,7,5,20,24.0,10,0.422,0.444,0.731,12,32,44,29,11,1,17,19.0,-10
21578,W,0.5,0.0,0.634,18,32,50,26,12,9,22,24.0,14,0.368,0.0,0.759,24,27,51,15,11,6,20,34.0,-14
21579,W,0.543,0.0,0.81,10,28,38,28,11,4,22,22.0,6,0.473,0.25,0.706,18,27,45,20,9,0,28,24.0,-6
21580,L,0.364,0.0,0.737,10,24,34,18,9,7,14,30.0,-22,0.518,,0.684,15,42,57,26,7,8,19,27.0,22
21581,W,0.545,0.2,0.789,16,44,60,30,5,7,18,17.0,27,0.398,0.0,0.714,21,25,46,19,9,3,13,31.0,-27
21582,W,0.528,0.5,0.698,13,24,37,23,6,5,24,34.0,4,0.45,0.333,0.789,21,23,44,15,10,4,22,32.0,-4
21583,W,0.554,0.0,0.714,16,30,46,29,10,5,26,28.0,13,0.465,,0.794,17,26,43,28,15,5,17,29.0,-13
21584,W,0.489,0.0,0.742,12,32,44,29,8,2,9,19.0,5,0.441,0.429,0.864,21,29,50,25,5,1,13,25.0,-5
21585,W,0.483,0.5,0.931,18,23,41,23,10,4,15,20.0,7,0.583,0.5,0.8,5,27,32,26,7,0,16,28.0,-7
21586,W,0.667,0.667,0.833,9,29,38,34,13,2,19,22.0,58,0.373,0.0,0.833,16,15,31,19,11,1,29,30.0,-58
21587,W,0.5,0.333,0.55,12,24,36,28,12,2,13,19.0,1,0.547,0.0,0.563,13,40,53,32,5,6,22,21.0,-1
21588,L,0.434,0.5,0.867,15,21,36,22,15,3,19,26.0,-6,0.506,0.0,0.833,14,31,45,24,9,5,21,25.0,6
21589,L,0.441,0.0,0.762,13,31,44,21,6,8,14,22.0,-8,0.477,0.0,0.759,10,33,43,26,12,8,12,15.0,8
21590,L,0.456,0.333,0.806,13,25,38,22,7,4,21,38.0,-5,0.48,0.0,0.667,14,23,37,26,7,2,16,29.0,5
21591,W,0.528,0.0,0.71,14,35,49,27,3,8,8,20.0,8,0.459,0.6,0.652,17,30,47,31,6,6,7,18.0,-8
21592,L,0.467,0.286,0.889,13,32,45,26,6,5,18,28.0,-4,0.415,0.0,0.714,20,26,46,20,11,12,12,17.0,4
21593,W,0.588,0.333,0.721,12,28,40,37,9,3,17,26.0,11,0.464,0.143,0.857,19,28,47,26,5,3,19,28.0,-11
21594,W,0.542,0.0,0.72,10,30,40,34,12,4,15,23.0,8,0.505,0.2,0.862,13,31,44,31,7,6,20,37.0,-8
21595,W,0.545,0.0,0.788,8,37,45,31,12,8,16,36.0,8,0.467,0.0,0.683,14,28,42,18,6,2,21,27.0,-8
21596,L,0.444,0.25,0.714,11,32,43,28,10,6,16,32.0,-6,0.444,0.0,0.732,17,35,52,24,11,4,22,17.0,6
21597,W,0.567,0.571,0.882,14,32,46,46,7,10,13,21.0,20,0.5,0.75,0.824,10,27,37,26,7,7,14,14.0,-20
21598,L,0.416,0.286,0.792,17,22,39,26,9,4,11,22.0,-2,0.538,1.0,0.833,12,36,48,25,4,5,22,24.0,2
21599,W,0.533,0.0,0.75,13,35,48,23,8,4,14,27.0,15,0.425,0.0,0.774,14,28,42,21,4,4,18,19.0,-15
21600,W,0.488,1.0,0.76,13,32,45,24,7,5,26,23.0,4,0.438,0.25,0.909,13,27,40,24,14,7,18,28.0,-4
21601,W,0.553,0.0,0.8,18,34,52,29,14,3,23,19.0,18,0.536,0.5,0.586,9,23,32,30,14,6,26,31.0,-18
21602,L,0.506,0.167,0.594,12,31,43,25,5,5,16,32.0,-12,0.543,0.333,0.775,10,33,43,26,8,4,12,22.0,12
21603,L,0.477,0.333,0.656,11,31,42,26,5,3,18,29.0,-4,0.519,0.25,0.757,15,36,51,18,8,3,22,35.0,4
21604,L,0.462,0.0,0.765,20,29,49,23,9,4,17,21.0,-2,0.494,0.0,0.826,12,24,36,23,8,2,16,21.0,2
21605,W,0.513,,0.735,12,24,36,25,8,3,21,25.0,1,0.476,0.0,0.875,13,28,41,29,10,2,23,28.0,-1
21606,L,0.374,0.2,0.719,13,33,46,17,8,6,14,19.0,-6,0.441,0.0,0.842,13,44,57,19,10,11,23,24.0,6
21607,W,0.495,,0.767,12,28,40,20,8,9,17,34.0,5,0.418,0.0,0.735,23,31,54,18,11,6,19,33.0,-5
21608,L,0.465,0.143,0.821,13,28,41,26,6,3,12,25.0,-12,0.552,0.0,0.759,15,37,52,27,8,2,14,21.0,12
21609,W,0.5,0.0,0.789,8,40,48,28,9,2,20,26.0,12,0.444,0.25,0.625,11,30,41,21,12,8,17,28.0,-12
21610,L,0.442,0.0,0.875,15,24,39,24,13,4,19,30.0,-15,0.59,1.0,0.667,12,30,42,28,11,2,22,25.0,15
21611,W,0.553,,0.737,13,42,55,31,5,7,15,22.0,10,0.47,0.4,0.593,13,25,38,22,10,2,10,22.0,-10
21612,W,0.5,0.0,0.762,14,36,50,28,10,4,16,20.0,7,0.534,1.0,0.625,6,27,33,34,10,7,15,29.0,-7
21613,W,0.516,0.5,0.686,21,21,42,29,10,4,14,24.0,1,0.58,0.857,0.815,18,26,44,22,8,8,19,24.0,-1
21614,W,0.575,1.0,0.55,13,28,41,33,7,7,17,30.0,2,0.456,0.0,0.737,21,22,43,29,8,3,16,21.0,-2
21615,L,0.425,0.0,0.769,11,30,41,19,3,14,14,13.0,-12,0.457,0.0,0.667,17,34,51,26,7,5,10,17.0,12
21616,L,0.417,0.0,0.771,13,20,33,24,12,4,22,31.0,-17,0.527,0.0,0.923,9,28,37,20,13,8,22,28.0,17
21617,W,0.505,0.2,0.824,24,23,47,24,7,4,15,26.0,13,0.5,0.0,0.7,17,21,38,23,6,9,17,19.0,-13
21618,W,0.5,,0.676,18,40,58,32,4,5,21,29.0,17,0.407,0.0,0.686,12,23,35,24,10,6,10,29.0,-17
21619,W,0.477,0.333,0.788,21,33,54,31,14,5,9,30.0,25,0.404,0.125,0.75,21,33,54,12,4,4,20,25.0,-25
21620,L,0.538,,0.727,12,25,37,27,3,4,14,34.0,-1,0.494,,0.854,14,25,39,21,4,6,19,34.0,1
21621,L,0.464,0.0,0.8,16,30,46,23,5,4,21,25.0,-4,0.444,0.0,0.846,17,27,44,24,6,7,15,20.0,4
21622,L,0.452,0.182,0.914,17,20,37,21,9,8,22,30.0,-10,0.523,0.5,0.814,14,31,45,30,10,6,22,32.0,10
21623,W,0.478,0.2,0.75,18,33,51,26,11,11,16,19.0,6,0.494,0.2,0.944,8,28,36,31,7,10,14,20.0,-6
21624,L,0.437,0.25,0.727,11,30,41,19,4,8,13,27.0,-7,0.506,0.5,0.656,8,30,38,23,5,6,16,23.0,7
21625,W,0.547,0.0,0.711,17,32,49,29,8,6,26,23.0,7,0.494,0.444,0.788,9,20,29,28,15,5,21,31.0,-7
21626,W,0.5,0.333,0.778,12,30,42,35,12,2,13,25.0,14,0.429,0.125,0.914,11,34,45,24,6,5,18,18.0,-14
21627,W,0.528,0.0,0.519,17,30,47,29,8,3,17,24.0,7,0.506,0.3,0.615,11,23,34,23,10,2,19,23.0,-7
21628,W,0.548,,0.784,8,42,50,33,7,2,18,26.0,14,0.441,0.5,0.71,16,27,43,23,7,4,16,28.0,-14
21629,W,0.452,0.5,0.692,10,45,55,27,10,6,17,35.0,9,0.344,0.2,0.787,12,51,63,24,6,4,26,26.0,-9
21630,W,0.535,0.25,0.8,28,19,47,30,10,1,13,19.0,10,0.624,0.5,0.778,11,17,28,29,5,3,15,27.0,-10
21631,W,0.391,0.5,0.775,22,34,56,22,8,14,20,22.0,7,0.432,0.0,0.708,17,28,45,26,9,9,20,31.0,-7
21632,L,0.382,0.286,0.765,20,32,52,22,4,9,14,23.0,-17,0.505,1.0,0.692,13,31,44,26,2,6,8,29.0,17
21633,L,0.454,0.333,0.8,16,33,49,26,10,6,22,25.0,-7,0.494,0.2,0.686,12,27,39,18,11,3,15,18.0,7
21634,W,0.44,0.5,0.75,15,33,48,23,12,9,19,30.0,18,0.368,0.0,0.676,19,28,47,21,7,4,21,30.0,-18
21635,W,0.553,0.0,0.652,9,38,47,30,8,4,18,24.0,18,0.43,0.167,0.727,10,29,39,24,8,4,21,23.0,-18
21636,W,0.534,0.0,0.882,12,35,47,27,8,4,23,21.0,8,0.439,0.444,0.9,20,28,48,27,11,2,17,25.0,-8
21637,L,0.505,0.0,0.8,11,24,35,28,9,5,13,31.0,-9,0.558,0.0,0.756,12,33,45,24,5,6,14,21.0,9
21638,L,0.447,0.333,0.8,14,25,39,28,10,6,18,25.0,-14,0.489,0.333,0.821,17,36,53,28,11,8,20,23.0,14
21639,W,0.513,0.0,0.674,13,21,34,16,10,5,17,33.0,2,0.433,0.0,0.838,19,28,47,10,5,5,18,31.0,-2
21640,W,0.562,0.25,0.684,15,33,48,38,14,3,25,22.0,12,0.53,0.0,0.824,4,25,29,25,16,2,22,18.0,-12
21641,L,0.455,0.4,0.711,21,40,61,29,6,2,16,32.0,-9,0.505,0.833,0.756,15,34,49,28,6,8,13,32.0,9
21642,L,0.35,0.25,0.622,13,30,43,18,9,1,18,30.0,-20,0.493,0.333,0.732,10,44,54,20,8,4,22,32.0,20
21643,W,0.51,0.0,0.529,21,25,46,28,5,3,14,30.0,10,0.535,0.333,0.625,8,27,35,20,5,4,20,26.0,-10
21644,L,0.452,0.5,0.778,23,25,48,24,6,4,14,23.0,-5,0.483,0.0,0.871,17,27,44,23,7,7,15,20.0,5
21645,W,0.506,0.0,0.629,11,31,42,26,10,4,8,25.0,4,0.494,0.25,0.655,12,34,46,26,5,5,18,31.0,-4
21646,L,0.512,0.5,0.686,10,14,24,26,10,4,19,21.0,-22,0.64,0.2,0.857,8,33,41,35,10,4,22,32.0,22
21647,W,0.573,,0.71,12,39,51,33,12,9,25,23.0,4,0.419,0.5,0.909,17,26,43,31,13,4,16,29.0,-4
21648,L,0.476,,1.0,8,28,36,24,5,6,20,25.0,-2,0.511,0.333,0.76,11,25,36,25,12,7,17,26.0,2
21649,L,0.487,0.0,0.654,12,34,46,24,9,4,23,22.0,-5,0.5,0.5,0.75,6,28,34,17,10,7,15,21.0,5
21650,L,0.517,0.0,0.645,17,34,51,26,4,5,20,30.0,-2,0.443,0.0,0.757,12,26,38,21,6,3,14,31.0,2
21651,L,0.518,0.0,0.632,6,30,36,36,14,4,18,30.0,-2,0.487,0.375,0.639,10,28,38,23,10,8,22,22.0,2
21652,L,0.553,0.125,0.794,10,30,40,31,7,1,21,20.0,-8,0.577,0.0,0.692,11,24,35,38,15,0,9,21.0,8
21653,L,0.346,0.1,0.714,10,26,36,12,8,6,12,19.0,-17,0.483,,0.619,17,39,56,23,7,6,18,27.0,17
21654,W,0.522,0.0,0.73,17,27,44,24,15,4,22,33.0,11,0.481,0.0,0.711,15,22,37,23,12,1,25,30.0,-11
21655,W,0.5,0.0,0.806,20,32,52,33,10,5,14,22.0,15,0.518,0.4,0.759,13,24,37,24,6,4,18,26.0,-15
21656,L,0.522,0.25,0.741,13,32,45,33,4,8,11,26.0,-4,0.5,0.2,0.8,17,28,45,34,5,9,11,23.0,4
21657,W,0.549,1.0,0.771,11,23,34,26,8,10,23,20.0,2,0.519,0.0,0.724,15,23,38,23,11,1,20,28.0,-2
21658,W,0.464,1.0,0.829,14,24,38,25,11,5,12,25.0,3,0.495,0.143,0.677,18,39,57,28,7,7,22,33.0,-3
21659,L,0.472,0.0,0.633,11,26,37,23,12,5,13,22.0,-22,0.495,0.5,0.769,23,42,65,37,6,5,18,22.0,22
21660,W,0.6,0.0,0.84,13,28,41,29,7,3,18,18.0,12,0.539,0.4,0.722,12,22,34,25,5,3,17,25.0,-12
21661,L,0.395,,0.842,21,25,46,23,11,12,19,25.0,-3,0.413,,0.735,14,23,37,19,10,9,16,22.0,3
21662,L,0.582,0.0,0.542,15,17,32,26,17,1,20,29.0,-2,0.544,0.0,0.778,16,28,44,26,16,8,29,24.0,2
21663,L,0.495,0.5,0.783,13,33,46,27,8,3,13,26.0,-5,0.522,0.0,0.686,13,32,45,25,4,7,17,22.0,5
21664,L,0.446,0.4,0.781,20,17,37,26,14,2,13,22.0,-6,0.613,0.5,0.889,10,25,35,38,8,13,19,22.0,6
21665,W,0.584,1.0,0.813,15,35,50,32,8,5,22,28.0,9,0.538,0.5,0.759,8,19,27,30,11,5,13,24.0,-9
21666,W,0.535,0.0,0.815,9,26,35,32,10,3,18,32.0,8,0.507,0.0,0.857,8,24,32,13,8,6,23,29.0,-8
21667,L,0.519,0.0,0.769,14,31,45,25,6,0,23,26.0,-18,0.551,0.667,0.815,10,25,35,29,16,6,11,25.0,18
21668,W,0.526,0.0,0.737,14,25,39,23,10,5,17,32.0,9,0.447,0.333,0.657,18,24,42,27,5,6,18,28.0,-9
21669,W,0.423,0.0,0.784,24,35,59,24,13,11,19,27.0,10,0.435,0.5,0.735,18,32,50,22,9,3,22,32.0,-10
21670,W,0.592,0.2,0.75,7,24,31,34,15,5,13,18.0,12,0.521,0.25,0.8,17,26,43,34,9,5,20,19.0,-12
21671,L,0.43,0.5,0.697,12,33,45,11,5,8,13,21.0,-7,0.484,0.0,0.654,17,31,48,28,8,3,10,25.0,7
21672,W,0.506,0.0,0.73,21,31,52,25,6,2,15,26.0,10,0.478,0.0,0.778,14,24,38,25,9,3,10,31.0,-10
21673,W,0.629,1.0,0.645,17,24,41,39,13,5,21,13.0,29,0.517,0.0,0.875,15,17,32,31,13,3,26,22.0,-29
21674,W,0.596,0.0,0.783,14,38,52,40,11,9,21,31.0,19,0.442,0.75,0.8,7,19,26,21,10,2,16,25.0,-19
21675,L,0.479,0.273,0.7,18,28,46,25,13,4,22,29.0,-6,0.59,0.0,0.789,7,34,41,29,11,3,26,25.0,6
21676,L,0.392,0.0,0.8,21,28,49,19,8,5,18,23.0,-11,0.536,0.0,0.84,9,37,46,20,10,8,21,21.0,11
21677,W,0.53,0.0,0.775,14,28,42,33,12,5,17,19.0,33,0.468,0.2,0.688,10,19,29,23,4,4,24,30.0,-33
21678,W,0.544,0.0,0.722,11,37,48,36,8,5,23,22.0,5,0.436,0.182,0.81,14,32,46,25,8,5,15,30.0,-5
21679,W,0.495,0.5,0.611,18,41,59,28,9,6,15,27.0,29,0.35,0.5,0.541,16,30,46,16,7,4,18,15.0,-29
21680,W,0.536,,0.795,8,41,49,32,9,3,15,26.0,19,0.435,0.125,0.893,9,31,40,20,8,2,16,31.0,-19
21681,W,0.442,0.0,0.75,16,37,53,29,15,10,12,24.0,13,0.462,0.2,0.667,14,39,53,23,6,11,23,27.0,-13
21682,W,0.54,0.0,0.84,6,29,35,27,9,6,9,19.0,15,0.525,0.5,0.583,9,28,37,22,5,4,24,20.0,-15
21683,W,0.52,0.667,0.923,13,37,50,36,17,12,14,16.0,30,0.376,0.0,0.706,25,28,53,20,6,12,18,12.0,-30
21684,W,0.554,0.2,0.719,20,33,53,34,8,1,19,25.0,16,0.527,0.0,0.828,14,27,41,31,9,4,17,26.0,-16
21685,L,0.437,0.0,0.7,9,17,26,20,10,2,19,29.0,-17,0.671,0.0,0.741,4,31,35,34,7,3,25,28.0,17
21686,W,0.473,1.0,0.655,18,42,60,30,6,5,15,26.0,19,0.36,0.0,0.735,13,29,42,17,8,10,10,22.0,-19
21687,L,0.537,0.0,0.7,12,27,39,31,11,8,17,26.0,-6,0.488,0.5,0.833,14,25,39,27,10,4,18,20.0,6
21688,W,0.531,0.0,0.861,14,33,47,30,12,6,17,25.0,14,0.488,0.5,0.643,14,23,37,23,6,7,17,26.0,-14
21689,W,0.438,0.8,0.806,7,26,33,20,8,5,24,28.0,8,0.378,0.0,0.719,19,30,49,22,11,3,30,29.0,-8
21690,W,0.462,1.0,0.765,21,33,54,23,5,1,13,27.0,4,0.439,0.0,0.925,9,27,36,25,8,7,12,26.0,-4
21691,W,0.542,0.6,0.567,17,41,58,36,9,18,25,22.0,9,0.436,0.667,0.75,11,27,38,27,15,4,15,21.0,-9
21692,W,0.447,,0.821,13,30,43,21,12,6,19,21.0,7,0.417,0.0,0.737,14,27,41,22,8,6,18,25.0,-7
21693,L,0.462,0.2,0.692,19,38,57,26,5,6,23,31.0,-5,0.5,0.0,0.625,8,31,39,28,7,3,16,24.0,5
